first_name,last_name,state,job_title,salary,tenure,credit_score,age,sex,loan_amount,interest_rate,checking_savings,existing_debt
Gladi,Sparhawk,TX,Statistician IV,$58437.72,10,639,36,F,$121072.25,2.9,4229.89,$48662.04
Dido,Habberjam,NV,VP Accounting,$31836.24,3,521,64,F,$95229.03,3.9,8882.66,$25784.14
Austin,Gemlett,IL,Civil Engineer,$31061.32,2,808,32,F,$34053.94,2.7,2513.13,$12549.54
Carine,Coole,LA,Cost Accountant,$39164.11,7,424,63,F,$445512.48,2.9,900.17,$46104.80
Sheff,Stiling,ID,Help Desk Technician,$35069.91,20,488,63,M,$27418.23,2.9,7144.79,$37633.11
Rebekah,Garcia,VA,Legal Assistant,$41035.97,24,587,77,F,$363095.57,3.4,8084.32,$38633.68
Bertine,O'Geneay,IA,Graphic Designer,$58049.76,18,842,50,F,$94492.93,3.4,4307.05,$57165.65
Vincenty,Askham,NE,Programmer Analyst III,$30120.68,23,628,82,M,$494300.54,3.2,4530.84,$5190.45
Melisse,Lozano,CA,Assistant Manager,$48118.34,30,804,66,F,$446778.69,4.0,8692.67,$20697.88
Astrix,Havoc,FL,Chief Design Engineer,$44251.27,15,791,24,F,$316625.64,3.2,5400.09,$34778.39
Darcy,Corneljes,FL,Occupational Therapist,$49588.71,5,598,29,F,$22002.09,3.7,6707.4,$3224.14
Deane,Hulls,CT,Editor,$34845.34,25,768,79,M,$99271.59,2.8,8728.73,$35399.85
Brinn,Donohue,CA,Statistician III,$59468.31,14,532,21,F,$259147.30,3.2,-744.13,$74376.13
Rhiamon,Milligan,TX,Software Consultant,$44090.31,13,788,77,F,$415161.52,3.0,6681.12,$16857.07
Claus,Laurenz,NV,Actuary,$57129.22,19,491,21,M,$295296.50,3.1,-427.1,$18179.45
Jere,Brabban,WV,Nurse Practicioner,$51145.42,17,563,24,M,$113292.45,2.6,2523.62,$34435.27
Camile,Dallaway,CO,Geologist II,$59097.50,19,470,46,F,$471462.07,4.0,5999.15,$47073.16
Lowe,Kordes,TX,Director of Sales,$53651.99,15,438,81,M,$184133.48,3.0,5220.24,$15791.46
Smith,Cano,CA,Safety Technician I,$42207.54,5,358,67,M,$485525.45,2.8,6361.58,$32135.67
Cristen,Redparth,CA,Analog Circuit Design manager,$49683.59,15,805,74,F,$37707.49,3.8,-933.36,$5780.01
Kristofor,Gotecliffe,AZ,Project Manager,$40057.87,3,819,47,M,$197776.32,2.6,6732.61,$53117.99
Dorine,O'Curneen,OH,Software Test Engineer III,$27510.56,11,540,36,F,$367775.91,2.6,5008.46,$49551.38
Eward,Rogers,TN,Analyst Programmer,$43730.56,23,843,30,M,$464506.17,2.5,210.55,$14287.62
Dona,Dillestone,AL,Nurse,$47052.44,11,793,81,F,$112960.62,2.9,6681.63,$43177.16
Derk,Dockery,CA,Junior Executive,$44409.20,26,696,84,M,$162218.90,3.6,-666.46,$21312.08
Brennen,Brehaut,CA,Recruiter,$44150.24,20,835,32,M,$186079.15,2.7,6148.76,$8317.50
Hercules,Lineker,TN,General Manager,$49864.63,23,618,33,M,$18373.22,2.5,8793.95,$51390.79
Orren,Collinge,FL,Geological Engineer,$56217.41,20,357,67,M,$203855.07,3.0,4510.39,$57788.03
Wallie,Hamlyn,FL,Social Worker,$41907.22,21,696,55,F,$409588.88,2.7,-852.27,$53775.92
Danni,Bracknell,TX,Senior Editor,$34321.58,14,400,62,F,$168972.66,2.6,7495.47,$35291.38
Averil,Olive,NC,Desktop Support Technician,$53795.74,18,485,58,M,$201936.21,3.1,-77.11,$13406.37
Hildegaard,O'Shesnan,NV,Payment Adjustment Coordinator,$54619.91,10,632,35,F,$39298.04,2.8,1570.66,$13664.35
Flss,Postans,CA,Food Chemist,$48126.12,14,689,19,F,$77497.08,3.6,4893.86,$41653.53
Ewen,Oliva,DC,Assistant Manager,$58897.96,2,542,42,M,$421934.67,4.0,4920.06,$35532.19
Dwight,Gerrelt,LA,Computer Systems Analyst I,$30242.79,17,771,58,M,$390844.28,3.7,-564.97,$15426.85
Tatiania,Tilbrook,PA,Chief Design Engineer,$47859.03,6,467,29,F,$403857.59,3.4,6399.62,$62535.71
Carrissa,Hortop,IN,Recruiting Manager,$35546.56,3,393,21,F,$327491.61,3.9,8790.5,$55553.06
Bryn,Rings,NY,Computer Systems Analyst I,$43800.45,3,388,58,M,$346254.27,3.4,8783.88,$51502.03
Gwenora,de Vaen,MD,Financial Advisor,$55621.26,23,489,73,F,$40578.46,3.7,6224.07,$65170.19
George,Weich,MA,Professor,$34572.83,25,375,32,M,$317466.82,2.7,1802.55,$1495.65
Cyb,Denzilow,TX,Geological Engineer,$59920.87,16,435,69,F,$380679.48,3.3,4940.33,$28599.74
Arleen,Futty,TX,Analog Circuit Design manager,$36596.72,9,393,55,F,$395072.92,3.1,3544.3,$22219.17
Windham,Cafe,VA,Structural Engineer,$39897.85,10,540,74,M,$490285.94,3.7,5990.42,$9217.23
Lois,Ranald,CO,Design Engineer,$35005.13,11,623,81,F,$327735.84,4.0,1741.39,$73372.23
Evered,Stritton,MA,Senior Financial Analyst,$37523.68,5,462,78,M,$84036.62,3.6,2868.3,$68401.21
Judith,Robertsen,NC,Nurse Practicioner,$29975.10,12,818,32,F,$363034.99,3.5,1257.75,$33835.28
Markus,Stanlock,OK,Senior Quality Engineer,$30182.91,24,457,23,M,$111332.53,3.2,7658.11,$8540.21
Lizzy,Turbefield,AR,Senior Sales Associate,$49409.75,23,457,49,F,$357130.90,3.5,8508.2,$69696.68
Aggy,Cherrison,FL,Internal Auditor,$31587.96,13,480,54,F,$470311.98,2.6,4096.39,$57729.87
Normie,Blackah,TX,Biostatistician IV,$27244.00,23,435,71,M,$94471.46,2.6,-768.17,$29211.76
Corri,Gard,VA,Human Resources Assistant I,$59850.47,5,847,77,F,$465831.05,3.9,1871.68,$30520.29
Christoph,MacAnellye,TX,General Manager,$35380.86,12,694,19,M,$341744.41,3.3,8168.6,$53451.83
Cully,Stoite,HI,Senior Sales Associate,$57743.60,18,476,56,M,$80478.03,2.7,664.78,$18225.36
Micheil,Paybody,AR,Web Designer II,$56094.49,21,594,52,M,$24043.74,3.5,262.5,$74788.41
Ode,Schrei,FL,Administrative Officer,$51566.72,1,612,46,M,$224548.90,3.4,1091.39,$33791.42
Datha,Yewdall,DC,Junior Executive,$36477.97,26,572,56,F,$355213.70,2.6,7030.69,$30053.39
Arlan,Quittonden,MS,Web Developer I,$57003.63,29,579,51,M,$283949.11,3.2,1193.24,$18308.80
Bearnard,Schultes,NC,Automation Specialist III,$38249.63,16,808,41,M,$213851.96,2.6,1848.83,$64640.96
Jacinta,Sickamore,PA,Programmer Analyst I,$45206.85,24,699,34,F,$431946.05,2.7,-75.56,$17506.33
Maisie,Wagstaff,ND,Editor,$56069.35,6,800,65,F,$22177.43,2.7,1812.97,$40797.07
Catharine,Nolte,FL,Marketing Manager,$38439.81,12,661,71,F,$397818.84,3.0,7473.76,$73436.91
Clair,Pryn,IL,Editor,$42988.79,24,387,49,F,$495060.33,3.3,3136.5,$248.56
Daryl,Beazleigh,IN,VP Quality Control,$47321.85,13,503,82,F,$54305.49,2.8,5835.15,$36551.25
Padgett,Le Prevost,NJ,Electrical Engineer,$35204.27,20,774,59,M,$205524.82,3.1,3778.3,$64723.23
Riannon,Hindsberg,TX,Administrative Assistant II,$50094.41,27,456,26,F,$199072.49,3.9,4326.2,$8253.61
Albertine,Arling,TX,Programmer Analyst I,$30078.20,19,429,72,F,$266259.53,3.1,4757.65,$32861.57
Raf,Chesney,FL,Senior Financial Analyst,$34983.60,12,828,35,F,$332738.82,3.7,2522.94,$22460.24
Kelci,Pessolt,FL,Mechanical Systems Engineer,$39487.54,3,451,72,F,$425384.01,3.7,2897.24,$70183.11
Rolando,Juan,MO,Programmer III,$32837.90,9,778,43,M,$18528.52,3.4,6236.64,$1736.48
Kaia,Pavelka,MN,Web Designer I,$50220.69,12,720,58,F,$326629.45,2.7,8315.96,$36266.04
Waylan,Paulmann,NY,Media Manager I,$56447.74,9,474,23,M,$9120.56,2.8,8124.9,$44029.70
Genna,Flarity,CA,Statistician I,$29496.06,7,380,24,F,$430699.45,3.5,9551.77,$53666.73
Sigmund,Eakly,NC,Desktop Support Technician,$34771.34,27,791,50,M,$396701.14,4.0,6472.23,$27896.34
Lynette,Golborne,VA,Internal Auditor,$51415.13,27,733,69,F,$331139.86,2.8,9121.47,$9967.41
Teddie,O'Lenane,TX,Quality Control Specialist,$47392.28,23,413,79,M,$371796.87,3.1,3713.48,$28297.74
Montgomery,Wiersma,CT,Research Associate,$40774.58,30,684,37,M,$377748.34,3.6,8091.12,$45571.83
Sandy,Brashier,SC,Paralegal,$38195.07,1,662,40,F,$324227.89,3.4,8140.2,$19747.10
Cathi,Snape,FL,Environmental Specialist,$30601.46,9,465,47,F,$402534.02,3.5,7215.63,$50859.07
Consalve,Kinnach,FL,Structural Engineer,$52988.13,7,680,38,M,$457041.95,3.2,-809.34,$27132.95
Anthony,Gallahar,TX,Librarian,$39696.51,11,807,20,M,$226955.80,3.1,9099.35,$52455.11
Shelly,McGee,VA,Information Systems Manager,$46598.23,1,381,47,F,$98959.25,3.4,383.18,$37237.91
Galven,Loveguard,IN,Analog Circuit Design manager,$39518.42,23,462,51,M,$13370.88,2.8,3200.86,$60989.98
Wenona,Richemont,CA,VP Quality Control,$31270.33,30,415,62,F,$167668.10,2.7,540.14,$19962.15
York,Surplice,TX,Senior Cost Accountant,$34828.83,24,738,81,M,$110562.54,3.1,2027.82,$17765.21
Lauretta,Guitt,AL,Technical Writer,$39499.37,27,745,40,F,$388079.62,3.3,5116.24,$21487.01
Terri,Morhall,OH,Civil Engineer,$30843.50,3,719,69,M,$38476.98,3.0,6385.87,$61327.67
Gard,Klessmann,AL,Junior Executive,$41512.36,25,362,63,M,$254044.91,2.7,986.76,$532.96
Fulton,Burkman,IN,Food Chemist,$33039.57,10,798,32,M,$428652.09,2.5,9156.05,$16721.32
Halsy,Ellwell,TX,Financial Analyst,$57763.20,27,486,83,M,$317789.49,4.0,8189.54,$39305.26
Henrietta,Kolak,OK,Environmental Tech,$47367.69,5,768,71,F,$289681.15,3.3,855.66,$54839.83
Fey,Kelshaw,TN,Speech Pathologist,$33728.04,13,384,69,F,$350356.62,4.0,1104.95,$26382.46
Ivar,Weatherdon,AZ,Physical Therapy Assistant,$29516.63,4,752,34,M,$315209.69,3.5,2368.1,$70214.21
Milena,Kippie,CO,Programmer IV,$50901.05,28,805,49,F,$25165.28,3.3,1108.68,$1779.69
Mela,Sturch,MO,Physical Therapy Assistant,$33802.54,22,774,38,F,$285936.79,3.0,8964.36,$32364.19
Grove,Carreyette,GA,Senior Quality Engineer,$37292.21,6,548,76,M,$457468.13,3.7,1335.16,$24073.94
Sapphira,Kember,FL,Database Administrator III,$37493.20,4,585,42,F,$474747.39,2.8,937.48,$46864.65
Ashil,Dunkirk,CA,Editor,$44723.97,3,501,23,F,$198826.66,3.9,2859.14,$46190.63
Tadio,Misson,DC,Financial Analyst,$31374.44,23,724,73,M,$365438.24,2.7,4530.69,$5444.70
Elissa,Yateman,MD,VP Accounting,$35477.38,16,606,62,F,$76748.73,3.1,6980.94,$15796.97
Vic,Kislingbury,CA,Budget/Accounting Analyst II,$27398.22,3,495,57,M,$369954.17,3.5,3916.89,$56845.69
Alfons,Hedaux,CA,Software Engineer IV,$38772.95,5,354,57,M,$447276.31,3.1,8830.15,$73670.95
Allix,Pepperrall,UT,Staff Accountant I,$54051.98,20,416,74,F,$160374.66,3.4,4862.1,$58566.12
Christine,Churches,NY,Senior Quality Engineer,$30487.30,27,747,43,F,$386756.79,3.4,6822.03,$59891.45
Hew,Jahn,FL,Computer Systems Analyst IV,$41302.60,26,538,61,M,$452190.19,3.5,6215.13,$55935.10
Yale,Embury,DC,Analog Circuit Design manager,$56511.03,17,730,85,M,$441982.11,2.9,3407.67,$7861.78
Mohammed,Palfery,MO,Chief Design Engineer,$55493.95,24,640,85,M,$164078.59,2.8,5465.5,$6866.97
Pat,Patnelli,OR,Administrative Officer,$50732.16,26,791,37,M,$146269.81,3.5,8638.96,$4395.92
Nelson,Kleiser,CA,Occupational Therapist,$39906.73,1,424,67,M,$4982.42,3.0,1751.72,$33529.22
Daile,Leile,NY,Accountant II,$56832.67,19,692,19,F,$81749.55,3.2,4316.42,$1723.03
Hillel,Goldsberry,TX,Analyst Programmer,$51091.56,16,468,69,M,$233339.91,2.8,4284.86,$72647.64
Carmen,Cobleigh,TX,Engineer II,$27860.58,3,369,34,F,$463931.70,2.6,4242.37,$12575.48
Cinnamon,Barneveld,TX,Nurse,$38342.10,14,699,41,F,$470363.78,3.0,4830.98,$8420.09
Jasper,Merredy,OH,Research Associate,$29543.11,5,737,21,M,$350227.04,2.8,2211.2,$68792.25
Aurilia,Van Driel,NC,Assistant Manager,$31284.67,2,422,34,F,$122047.74,2.7,6899.1,$69865.79
Mitch,Chinnery,MI,Electrical Engineer,$33361.68,2,780,69,M,$416029.74,3.5,5416.67,$60761.87
Shurlock,Zapatero,OK,Senior Developer,$30546.14,16,692,68,M,$457622.63,3.7,5641.45,$59838.63
Merna,Guislin,WI,Structural Analysis Engineer,$58249.98,11,590,49,F,$213449.47,4.0,7863.5,$55733.76
Dougy,Courtese,NY,Chief Design Engineer,$46057.28,5,803,36,M,$347574.51,3.3,969.41,$50746.09
Parrnell,Trevorrow,FL,Business Systems Development Analyst,$34985.07,7,828,55,M,$497590.56,3.6,9175.11,$47851.53
Sarge,Symondson,NY,Speech Pathologist,$45741.00,10,756,62,M,$444752.62,2.6,7989.11,$46859.63
Lisette,Pymer,CA,Executive Secretary,$57561.96,22,483,46,F,$408194.10,3.1,6832.61,$69458.83
Lira,Persey,CA,Senior Developer,$32871.63,29,359,82,F,$329861.34,3.5,5216.54,$31738.10
Holly,Cutress,GA,Assistant Professor,$55572.85,11,466,76,F,$209975.63,3.5,5628.85,$38290.65
Averell,Hyam,AZ,VP Sales,$40173.57,1,547,61,M,$203719.49,2.8,5927.32,$70390.64
Tailor,Prestwich,TX,Professor,$38769.52,5,535,57,M,$258224.38,4.0,4263.48,$6014.77
Salim,Pozer,IL,Teacher,$55037.19,23,395,47,M,$488738.77,2.5,2122.17,$25413.74
Suellen,Volk,UT,Technical Writer,$43262.05,19,472,49,F,$394047.64,2.9,5603.31,$68407.34
Claudie,Iglesiaz,CA,Occupational Therapist,$35852.97,8,596,40,F,$197476.17,3.9,-196.79,$49308.49
Robbie,Petrulis,NC,Senior Cost Accountant,$47261.88,23,639,80,F,$344038.65,3.3,4194.03,$66424.59
Wenona,Bonnar,FL,Dental Hygienist,$38495.45,4,557,47,F,$175340.73,2.7,608.81,$54237.19
Cathy,Lacroutz,WV,Actuary,$39825.33,24,565,81,F,$207277.12,3.8,8047.23,$23231.83
Corbett,Monkton,CO,Analyst Programmer,$46036.00,16,631,22,M,$431516.83,3.5,5134.13,$12392.86
Bartolemo,Dupree,NC,Accountant II,$41721.23,1,387,59,M,$116203.65,2.6,9830.3,$40444.28
Rossie,Yanshin,CO,Programmer III,$53872.61,20,843,36,M,$359924.19,3.3,9019.73,$70750.69
Hodge,Chilcotte,NE,Developer III,$32306.82,12,550,74,M,$263428.38,3.6,3868.18,$60707.17
Wain,Chittenden,CA,Tax Accountant,$44427.80,27,716,71,M,$334556.25,2.8,1308.27,$68924.23
Rodrigo,Addionizio,OH,Junior Executive,$34839.30,10,761,35,M,$250210.87,3.4,2271.53,$44577.00
Torr,Wasmer,PA,Quality Control Specialist,$42062.94,11,425,29,M,$14943.13,2.6,1433.81,$31430.38
Rutledge,Mattedi,TX,Senior Quality Engineer,$43939.39,13,494,50,M,$287066.51,3.0,172.22,$62129.81
Verney,Pughsley,TX,Quality Control Specialist,$50397.34,14,681,76,M,$362700.89,3.1,2478.54,$20250.72
Lind,Paradyce,AZ,Administrative Assistant IV,$27136.27,15,618,36,M,$131810.70,3.1,479.44,$35265.00
Retha,Dach,AZ,VP Accounting,$31883.78,27,459,32,F,$212644.87,3.7,6355.37,$22439.74
Sean,Bewicke,OH,Structural Engineer,$47108.46,4,769,26,F,$161627.77,2.9,2131.6,$31177.61
Chane,Huortic,AL,Project Manager,$29665.51,14,781,71,M,$40834.04,3.2,7301.61,$18359.04
Sherwin,Whieldon,FL,Mechanical Systems Engineer,$55527.48,3,445,18,M,$371066.34,2.8,2755.33,$11677.63
Kelwin,Crudginton,FL,Research Assistant II,$27845.10,21,422,63,M,$348001.60,2.6,1645.53,$14315.12
Tamar,Verna,NC,Project Manager,$29984.20,9,615,71,F,$148588.65,3.7,6116.06,$42747.16
Gregory,Cantua,CT,Software Consultant,$46231.82,8,748,82,M,$16765.60,3.9,3105.2,$39248.32
Franciskus,Crosseland,TX,VP Sales,$35759.08,5,594,59,M,$8443.64,3.2,4618.06,$48359.67
Gerome,Kopisch,CA,VP Sales,$35072.48,1,475,70,M,$387459.66,3.6,-729.49,$20408.10
Robenia,Battershall,CA,Financial Advisor,$37487.89,19,464,74,F,$467878.74,3.3,677.9,$61563.00
Carlina,Riach,FL,Office Assistant IV,$33410.85,19,459,42,F,$194775.97,2.8,674.88,$41614.72
Cyndi,Sleicht,FL,VP Marketing,$52126.21,6,352,67,F,$91107.79,3.0,5991.72,$27533.37
Tabor,Minto,FL,Speech Pathologist,$40049.06,28,593,67,M,$10521.86,3.1,8722.49,$11366.65
Therine,Oliphant,IL,Health Coach IV,$36018.26,21,533,45,F,$247942.60,3.0,1127.9,$17722.18
Myrna,Hawker,WA,Human Resources Assistant I,$49204.39,4,836,20,F,$488511.53,3.9,9153.34,$4245.78
Minta,Matuszkiewicz,OR,Director of Sales,$46410.57,28,639,50,F,$470689.54,3.1,5395.3,$71802.70
Antons,Warland,KS,VP Product Management,$59928.40,25,454,32,M,$347909.52,2.9,3890.96,$8479.74
Heinrick,Bloom,OH,GIS Technical Architect,$41403.67,9,724,36,M,$337675.03,2.5,113.32,$56260.77
Linzy,Ormes,DC,Payment Adjustment Coordinator,$35606.43,8,532,74,F,$92261.03,3.7,-920.93,$28516.46
Windy,Pyer,FL,Senior Developer,$48209.74,3,415,83,F,$18627.67,2.7,1185.64,$38836.64
Eugine,Titchard,AZ,Environmental Tech,$51275.80,8,736,76,F,$139509.99,3.6,6122.14,$34597.42
Winne,Finley,KS,Help Desk Technician,$48773.28,15,738,64,F,$402416.76,3.5,8999.21,$67986.55
Heida,Frake,IL,Nurse,$35596.84,25,802,64,F,$101547.00,3.7,5693.63,$69923.07
Roselle,Coraini,OH,Clinical Specialist,$32803.64,19,397,45,F,$229002.53,3.6,3732.19,$52690.43
Camel,Nangle,NY,Electrical Engineer,$40087.40,6,422,45,F,$105706.94,3.8,2427.55,$37900.89
Harlene,Scandrite,NY,Account Representative IV,$46142.14,20,553,22,F,$325851.40,2.8,-43.07,$37149.76
Luciano,Waldren,NY,Programmer Analyst II,$34351.11,12,549,82,M,$185331.45,3.4,7566.82,$61604.74
Cornie,Sowten,NY,Account Coordinator,$35038.17,20,735,70,F,$154699.22,3.4,6587.07,$51491.28
Lorant,Shambroke,VA,Accounting Assistant III,$50848.87,16,728,25,M,$491309.79,3.8,8699.96,$70420.94
